Country,Region,Market,Product,Date,Open,High,Low,Close,Currency
Nigeria,Market Average,Market Average,cowpeas,01/01/2017,23331.91,25474.43,22580.91,25474.43,NGN
Nigeria,Market Average,Market Average,cowpeas,01/02/2017,26109.53,27615.07,25268.44,27615.07,NGN
Nigeria,Market Average,Market Average,cowpeas,01/03/2017,28151.87,31400,27237.11,31400,NGN
Nigeria,Market Average,Market Average,cowpeas,01/04/2017,32749.65,33819.71,31679.59,31775,NGN
Nigeria,Market Average,Market Average,cowpeas,01/05/2017,31992.8,33072.11,30913.48,32600,NGN
Nigeria,Market Average,Market Average,cowpeas,01/06/2017,33258.94,34361.11,32156.78,33800,NGN
Nigeria,Market Average,Market Average,cowpeas,01/07/2017,34160.77,35297.92,33023.61,33837.21,NGN
Nigeria,Market Average,Market Average,cowpeas,01/08/2017,33905.16,35262.26,32772.81,35262.26,NGN
Nigeria,Market Average,Market Average,cowpeas,01/09/2017,35790.14,36968.3,27367.67,27367.67,NGN
Nigeria,Market Average,Market Average,cowpeas,01/10/2017,26207.27,27181.85,25165.79,25165.79,NGN
Nigeria,Market Average,Market Average,cowpeas,01/11/2017,24883.22,25777.24,23989.2,24003.55,NGN
Nigeria,Market Average,Market Average,cowpeas,01/12/2017,23420.63,24270.91,22557.33,22557.33,NGN
Nigeria,Market Average,Market Average,cowpeas,01/01/2018,22053.5,23061.78,21256.61,23061.78,NGN
Nigeria,Market Average,Market Average,cowpeas,01/02/2018,23131.9,23945.7,22318.1,23109.86,NGN
Nigeria,Market Average,Market Average,cowpeas,01/03/2018,22958.96,23769.93,22147.99,23118.95,NGN
Nigeria,Market Average,Market Average,cowpeas,01/04/2018,23158.97,23965.85,22352.09,23854.74,NGN
Nigeria,Market Average,Market Average,cowpeas,01/05/2018,24053.54,24883.18,23223.89,24047.92,NGN
Nigeria,Market Average,Market Average,cowpeas,01/06/2018,24070.04,24901.76,23238.31,23902.45,NGN
Nigeria,Market Average,Market Average,cowpeas,01/07/2018,23929.77,24751.97,23107.57,23537.63,NGN
Nigeria,Market Average,Market Average,cowpeas,01/08/2018,23468.4,24274.07,22458.19,22458.19,NGN
Nigeria,Market Average,Market Average,cowpeas,01/09/2018,22188.38,22956.17,21420.58,22586.4,NGN
Nigeria,Market Average,Market Average,cowpeas,01/10/2018,22623.93,23392.4,21855.46,22180.26,NGN
Nigeria,Market Average,Market Average,cowpeas,01/11/2018,21971.64,22722.79,21220.48,21849.37,NGN
Nigeria,Market Average,Market Average,cowpeas,01/12/2018,21786.01,22521.91,20605.4,20605.4,NGN
Nigeria,Market Average,Market Average,cowpeas,01/01/2019,20270.75,21028.43,19575.67,21028.43,NGN
Nigeria,Market Average,Market Average,cowpeas,01/02/2019,21151.35,21859.09,20443.61,21140.53,NGN
Nigeria,Market Average,Market Average,cowpeas,01/03/2019,21035.59,21743.16,20328.02,20459,NGN
Nigeria,Market Average,Market Average,cowpeas,01/04/2019,20317.49,20999.71,19434.56,19434.56,NGN
Nigeria,Market Average,Market Average,cowpeas,01/05/2019,19209.74,19857.2,18562.29,19422.91,NGN
Nigeria,Market Average,Market Average,cowpeas,01/06/2019,19392.91,20036.58,18749.24,19313.94,NGN
Nigeria,Market Average,Market Average,cowpeas,01/07/2019,19189.69,19826.22,18553.15,19352.37,NGN
Nigeria,Market Average,Market Average,cowpeas,01/08/2019,19360.49,19994.87,18726.12,19196.51,NGN
Nigeria,Market Average,Market Average,cowpeas,01/09/2019,19141.32,20259.28,18515.42,20259.28,NGN
Nigeria,Market Average,Market Average,cowpeas,01/10/2019,20561.1,21223.78,19406.84,19406.84,NGN
Nigeria,Market Average,Market Average,cowpeas,01/11/2019,19138.25,19774.84,18501.66,19366.66,NGN
Nigeria,Market Average,Market Average,cowpeas,01/12/2019,19487.75,20119.72,18855.77,19257.83,NGN
Nigeria,Market Average,Market Average,cowpeas,01/01/2020,19155.12,19780.29,18529.95,19289.24,NGN
Nigeria,Market Average,Market Average,cowpeas,01/02/2020,19296.47,20192.36,18673.68,20192.36,NGN
Nigeria,Market Average,Market Average,cowpeas,01/03/2020,20427.5,21079.55,19775.44,19807.21,NGN
Nigeria,Market Average,Market Average,cowpeas,01/04/2020,19677.56,22552.84,19039.89,22552.84,NGN
Nigeria,Market Average,Market Average,cowpeas,01/05/2020,23490.32,24252.13,22728.51,24162.5,NGN
Nigeria,Market Average,Market Average,cowpeas,01/06/2020,24455.21,25268.62,23641.8,24530.72,NGN
Nigeria,Market Average,Market Average,cowpeas,01/07/2020,24897.04,25718.28,24075.79,25338.14,NGN
Nigeria,Market Average,Market Average,cowpeas,01/08/2020,25730.63,27006.82,24886.39,27006.82,NGN
Nigeria,Market Average,Market Average,cowpeas,01/09/2020,27496.02,28727.2,26595.5,28727.2,NGN
Nigeria,Market Average,Market Average,cowpeas,01/10/2020,29242.5,30200.02,28284.98,28576.97,NGN
Nigeria,Market Average,Market Average,cowpeas,01/11/2020,28665.11,29613.61,27716.61,27773.78,NGN
Nigeria,Market Average,Market Average,cowpeas,01/12/2020,27757.14,28676.12,26838.17,27756.77,NGN
Nigeria,Market Average,Market Average,cowpeas,01/01/2021,27778.64,29906.93,26865.32,29906.93,NGN
Nigeria,Market Average,Market Average,cowpeas,01/02/2021,30441.75,32768.79,29448.46,32768.79,NGN
Nigeria,Market Average,Market Average,cowpeas,01/03/2021,33501.81,40867,32403.09,40867,NGN
Nigeria,Market Average,Market Average,cowpeas,01/04/2021,42734.61,49140.17,41310.97,49140.17,NGN
Nigeria,Market Average,Market Average,cowpeas,01/05/2021,51375.66,53126.85,49624.48,50942.58,NGN
Nigeria,Market Average,Market Average,cowpeas,01/06/2021,51953.88,53759.53,50148.23,53546,NGN
Nigeria,Market Average,Market Average,cowpeas,01/07/2021,55060.07,58360.64,53168.59,58360.64,NGN
Nigeria,Market Average,Market Average,cowpeas,01/08/2021,59898.77,61966.19,57831.35,58506.45,NGN
Nigeria,Market Average,Market Average,cowpeas,01/09/2021,58691.17,60754.86,56627.49,58993.33,NGN
Nigeria,Market Average,Market Average,cowpeas,01/10/2021,59667.07,62204.94,57597.64,62204.94,NGN
Nigeria,Market Average,Market Average,cowpeas,01/11/2021,63131.55,66775,60952.5,66775,NGN
Nigeria,Market Average,Market Average,cowpeas,01/12/2021,68014.58,70358.78,65670.38,65936,NGN
Nigeria,Market Average,Market Average,cowpeas,01/01/2022,65912.99,68219.92,63606.05,65320,NGN
Nigeria,Market Average,Market Average,cowpeas,01/02/2022,65676.63,67949.74,63403.51,65320,NGN
Nigeria,Market Average,Market Average,cowpeas,01/03/2022,65299.9,67560.53,63039.27,67052.26,NGN
Nigeria,Market Average,Market Average,cowpeas,01/04/2022,67472.27,69783.84,65160.71,68000,NGN
Nigeria,Market Average,Market Average,cowpeas,01/05/2022,68198.81,70530.38,65867.25,68398.29,NGN
Nigeria,Market Average,Market Average,cowpeas,01/06/2022,68649.5,70981.75,66317.24,68286.67,NGN
Nigeria,Market Average,Market Average,cowpeas,01/07/2022,68345.53,70661.21,66029.84,68281.94,NGN
Nigeria,Market Average,Market Average,cowpeas,01/08/2022,68331.83,70634.51,66029.15,67976.67,NGN
Nigeria,Market Average,Market Average,cowpeas,01/09/2022,67892.69,70172.5,65612.87,68154,NGN
Nigeria,Market Average,Market Average,cowpeas,01/10/2022,68214.44,70487.6,65941.27,68730.65,NGN
Nigeria,Market Average,Market Average,cowpeas,01/11/2022,68849.18,71129.18,66569.18,69400.67,NGN
Nigeria,Market Average,Market Average,cowpeas,01/12/2022,69575.18,71865.01,67285.36,69979.35,NGN
Nigeria,Market Average,Market Average,cowpeas,01/01/2023,70166.45,72462.76,67870.14,69993.6,NGN
Nigeria,Market Average,Market Average,cowpeas,01/02/2023,70045.23,72329.3,60317.04,60317.04,NGN
Nigeria,Market Average,Market Average,cowpeas,01/03/2023,58180.47,60234.33,51148.22,51148.22,NGN
Nigeria,Market Average,Market Average,cowpeas,01/04/2023,49362.49,51150.11,47574.87,51076.92,NGN
Nigeria,Market Average,Market Average,cowpeas,01/05/2023,50650.44,52430.21,48870.68,51107.49,NGN
Nigeria,Market Average,Market Average,cowpeas,01/06/2023,50342.53,52113.8,46404.62,46404.62,NGN
Nigeria,Market Average,Market Average,cowpeas,01/07/2023,45241.31,46862.53,41784.42,41784.42,NGN
Nigeria,Market Average,Market Average,cowpeas,01/08/2023,40811.94,42281.9,39341.98,41957.49,NGN
Nigeria,Market Average,Market Average,cowpeas,01/09/2023,41765.09,43235.43,40294.75,41991.52,NGN
Nigeria,Market Average,Market Average,cowpeas,01/10/2023,41569.17,43032.63,40105.71,40798.78,NGN
Nigeria,Market Average,Market Average,cowpeas,01/11/2023,40484.87,41899.97,39069.78,39682.11,NGN
Nigeria,Market Average,Market Average,cowpeas,01/12/2023,39426.09,40796.04,38056.14,38071.11,NGN
Nigeria,Market Average,Market Average,cowpeas,01/01/2024,37589.61,38900.21,36279.02,37052.22,NGN
Nigeria,Market Average,Market Average,cowpeas,01/02/2024,36738.81,38007.84,30003.91,30003.91,NGN
Nigeria,Market Average,Market Average,cowpeas,01/03/2024,28672.73,30055.44,27598.72,30055.44,NGN
Nigeria,Market Average,Market Average,cowpeas,01/04/2024,30149.85,33395.66,29075.04,33395.66,NGN
Nigeria,Market Average,Market Average,cowpeas,01/05/2024,33851.36,35068.77,30992,30992,NGN
Nigeria,Market Average,Market Average,cowpeas,01/06/2024,30269.09,31409.73,29128.44,30739.22,NGN
Nigeria,Market Average,Market Average,cowpeas,01/07/2024,31070.76,32196.36,29893.15,29893.15,NGN
Nigeria,Market Average,Market Average,cowpeas,01/08/2024,29481.21,30573.06,28389.35,29556.82,NGN
Nigeria,Market Average,Market Average,cowpeas,01/09/2024,29470.25,30543.84,28396.66,29218.59,NGN
Nigeria,Market Average,Market Average,cowpeas,01/10/2024,29060.92,30116.5,28005.35,28916.5,NGN
Nigeria,Market Average,Market Average,cowpeas,01/11/2024,28813.45,29852.37,27774.53,28584.56,NGN
Nigeria,Market Average,Market Average,cowpeas,01/12/2024,28473.31,29569.69,27451.87,29569.69,NGN
Nigeria,Market Average,Market Average,cowpeas,01/01/2025,29815.93,30870.07,28761.79,29786.18,NGN
Nigeria,Market Average,Market Average,cowpeas,01/02/2025,29770.74,30826.7,28714.77,30137.66,NGN
Nigeria,Market Average,Market Average,cowpeas,01/03/2025,30320.78,31383.64,29257.93,30144.76,NGN
Nigeria,Market Average,Market Average,gari,01/01/2007,8952.48,9155.84,8737.87,8996.01,NGN
Nigeria,Market Average,Market Average,gari,01/02/2007,8990.36,9200.36,8780.36,8808.23,NGN
Nigeria,Market Average,Market Average,gari,01/03/2007,8761.57,8958.38,8564.76,8738.96,NGN
Nigeria,Market Average,Market Average,gari,01/04/2007,8712.31,8892.59,8532.04,8665.2,NGN
Nigeria,Market Average,Market Average,gari,01/05/2007,8674.69,8841.23,8508.14,8719.44,NGN
Nigeria,Market Average,Market Average,gari,01/06/2007,8776.17,8933.32,8619.01,8734.45,NGN
Nigeria,Market Average,Market Average,gari,01/07/2007,8808.45,8957.01,8659.89,8838.17,NGN
Nigeria,Market Average,Market Average,gari,01/08/2007,8912.26,9054.81,8769.71,8956.55,NGN
Nigeria,Market Average,Market Average,gari,01/09/2007,9041.06,9179.34,8902.77,8936.4,NGN
Nigeria,Market Average,Market Average,gari,01/10/2007,9006.58,9142.57,8870.59,9118.12,NGN
Nigeria,Market Average,Market Average,gari,01/11/2007,9216.41,9354.09,9078.73,9302.28,NGN
Nigeria,Market Average,Market Average,gari,01/12/2007,9430,9567.63,9239.75,9239.75,NGN
Nigeria,Market Average,Market Average,gari,01/01/2008,9321.25,9465.12,9177.37,9454.4,NGN
Nigeria,Market Average,Market Average,gari,01/02/2008,9544.76,9691.66,9397.85,9672.44,NGN
Nigeria,Market Average,Market Average,gari,01/03/2008,9804.54,9953.84,9655.24,9734.08,NGN
Nigeria,Market Average,Market Average,gari,01/04/2008,9857.74,10003.33,9580.78,9580.78,NGN
Nigeria,Market Average,Market Average,gari,01/05/2008,9629.29,9809.46,9468.19,9809.46,NGN
Nigeria,Market Average,Market Average,gari,01/06/2008,9842.81,10008.96,9676.67,9971.45,NGN
Nigeria,Market Average,Market Average,gari,01/07/2008,10074.45,10239.26,9909.63,10213.26,NGN
Nigeria,Market Average,Market Average,gari,01/08/2008,10414.66,10580.74,9977.54,9977.54,NGN
Nigeria,Market Average,Market Average,gari,01/09/2008,10094.24,10296.33,9892.15,10111.39,NGN
Nigeria,Market Average,Market Average,gari,01/10/2008,10083.86,10274.35,9893.37,9977.91,NGN
Nigeria,Market Average,Market Average,gari,01/11/2008,9901.44,10080.24,9722.63,9916.6,NGN
Nigeria,Market Average,Market Average,gari,01/12/2008,9929.13,10245.22,9761.88,10245.22,NGN
Nigeria,Market Average,Market Average,gari,01/01/2009,10479.65,10808.07,10287.98,10808.07,NGN
Nigeria,Market Average,Market Average,gari,01/02/2009,11161.32,11378.25,10792.35,10792.35,NGN
Nigeria,Market Average,Market Average,gari,01/03/2009,10975.63,11206.47,10744.8,10855.92,NGN
Nigeria,Market Average,Market Average,gari,01/04/2009,10849.39,11067.43,10631.35,11030.36,NGN
Nigeria,Market Average,Market Average,gari,01/05/2009,11043.79,11257.42,10830.15,11009,NGN
Nigeria,Market Average,Market Average,gari,01/06/2009,11127.63,11491.49,10928.31,11491.49,NGN
Nigeria,Market Average,Market Average,gari,01/07/2009,11784.29,12011.62,11442.22,11442.22,NGN
Nigeria,Market Average,Market Average,gari,01/08/2009,11641.26,11876.4,11406.11,11729.61,NGN
Nigeria,Market Average,Market Average,gari,01/09/2009,11768.86,11994.4,11543.32,11738.51,NGN
Nigeria,Market Average,Market Average,gari,01/10/2009,11763.93,11974.98,11552.89,11559.6,NGN
Nigeria,Market Average,Market Average,gari,01/11/2009,11602.03,11806.91,11397.14,11711.11,NGN
Nigeria,Market Average,Market Average,gari,01/12/2009,11834.51,12032.91,11636.11,11836.88,NGN
Nigeria,Market Average,Market Average,gari,01/01/2010,11949.94,12139.79,11760.08,11969.78,NGN
Nigeria,Market Average,Market Average,gari,01/02/2010,12055.45,12238.56,11872.34,12011.26,NGN
Nigeria,Market Average,Market Average,gari,01/03/2010,12113.13,12289.94,11936.33,12071.13,NGN
Nigeria,Market Average,Market Average,gari,01/04/2010,12174.24,12346.15,11955.79,11955.79,NGN
Nigeria,Market Average,Market Average,gari,01/05/2010,11996.15,12503.43,11818.29,12503.43,NGN
Nigeria,Market Average,Market Average,gari,01/06/2010,12637.04,12878.6,12244.28,12244.28,NGN
Nigeria,Market Average,Market Average,gari,01/07/2010,12390.33,12640.48,12140.17,12380.43,NGN
Nigeria,Market Average,Market Average,gari,01/08/2010,12475.06,12710.07,12240.04,12447.74,NGN
Nigeria,Market Average,Market Average,gari,01/09/2010,12506.53,12727.68,12285.38,12403.47,NGN
Nigeria,Market Average,Market Average,gari,01/10/2010,12397.09,12606.96,12187.23,12245.23,NGN
Nigeria,Market Average,Market Average,gari,01/11/2010,12271.18,12511.67,12069.73,12511.67,NGN
Nigeria,Market Average,Market Average,gari,01/12/2010,12640.06,12849.54,12430.58,12616,NGN
Nigeria,Market Average,Market Average,gari,01/01/2011,12785.28,12985.68,12584.88,12694.32,NGN
Nigeria,Market Average,Market Average,gari,01/02/2011,12810.64,13005.12,12616.16,12942.2,NGN
Nigeria,Market Average,Market Average,gari,01/03/2011,13062.87,13257.41,12868.33,13221.16,NGN
Nigeria,Market Average,Market Average,gari,01/04/2011,13397.39,13594.81,13199.96,13251.52,NGN
Nigeria,Market Average,Market Average,gari,01/05/2011,13434.36,13630.03,13238.69,13503.9,NGN
Nigeria,Market Average,Market Average,gari,01/06/2011,13663.93,13857.43,13445.25,13445.25,NGN
Nigeria,Market Average,Market Average,gari,01/07/2011,13505.17,13703.32,13307.02,13646.14,NGN
Nigeria,Market Average,Market Average,gari,01/08/2011,13697.18,13896.04,13498.33,13742.29,NGN
Nigeria,Market Average,Market Average,gari,01/09/2011,13893.55,14087.56,13518.91,13518.91,NGN
Nigeria,Market Average,Market Average,gari,01/10/2011,13615.96,13832.81,13399.12,13803.71,NGN
Nigeria,Market Average,Market Average,gari,01/11/2011,13869.42,14088.45,13650.4,13655.02,NGN
Nigeria,Market Average,Market Average,gari,01/12/2011,13669.98,13886.71,13453.25,13807.04,NGN
Nigeria,Market Average,Market Average,gari,01/01/2012,13880.18,14093.6,13666.76,13848.35,NGN
Nigeria,Market Average,Market Average,gari,01/02/2012,14023.64,14228.94,13818.34,13891.74,NGN
Nigeria,Market Average,Market Average,gari,01/03/2012,14009.78,14212.34,13746.4,13746.4,NGN
Nigeria,Market Average,Market Average,gari,01/04/2012,13733.93,13943.31,13524.55,13721.74,NGN
Nigeria,Market Average,Market Average,gari,01/05/2012,13664.22,13864.9,13463.55,13523.35,NGN
Nigeria,Market Average,Market Average,gari,01/06/2012,13527.58,13723.23,13331.92,13420.7,NGN
Nigeria,Market Average,Market Average,gari,01/07/2012,13476.19,13666.8,13285.58,13600.28,NGN
Nigeria,Market Average,Market Average,gari,01/08/2012,13701.44,13892.74,13320.01,13320.01,NGN
Nigeria,Market Average,Market Average,gari,01/09/2012,13325.61,13540.46,13082.44,13082.44,NGN
Nigeria,Market Average,Market Average,gari,01/10/2012,12989.15,13202.98,12775.33,12917.38,NGN
Nigeria,Market Average,Market Average,gari,01/11/2012,12839.29,13041.22,12637.36,12936.5,NGN
Nigeria,Market Average,Market Average,gari,01/12/2012,12964.2,13159.9,12768.49,13060.63,NGN
Nigeria,Market Average,Market Average,gari,01/01/2013,13227.26,13419.44,13035.09,13052.72,NGN
Nigeria,Market Average,Market Average,gari,01/02/2013,13201.55,13394.36,12795.18,12795.18,NGN
Nigeria,Market Average,Market Average,gari,01/03/2013,12752.73,12971.87,12533.6,12691.13,NGN
Nigeria,Market Average,Market Average,gari,01/04/2013,12549.02,12755.38,12342.66,12570.95,NGN
Nigeria,Market Average,Market Average,gari,01/05/2013,12530.44,12725.06,12335.82,12415.26,NGN
Nigeria,Market Average,Market Average,gari,01/06/2013,12503.62,12690.96,12316.27,12471.57,NGN
Nigeria,Market Average,Market Average,gari,01/07/2013,12587.02,12768.19,12296.26,12296.26,NGN
Nigeria,Market Average,Market Average,gari,01/08/2013,12269.64,12463.25,12033.72,12033.72,NGN
Nigeria,Market Average,Market Average,gari,01/09/2013,11887.54,12081.84,11290.07,11290.07,NGN
Nigeria,Market Average,Market Average,gari,01/10/2013,11078.09,11321.91,10834.27,11214.71,NGN
Nigeria,Market Average,Market Average,gari,01/11/2013,11085.62,11313.43,10857.82,10899.3,NGN
Nigeria,Market Average,Market Average,gari,01/12/2013,10868.88,11081.97,10655.79,10889.98,NGN
Nigeria,Market Average,Market Average,gari,01/01/2014,10908.99,11107.66,10710.31,10869.66,NGN
Nigeria,Market Average,Market Average,gari,01/02/2014,10929.31,11115.9,10558.81,10558.81,NGN
Nigeria,Market Average,Market Average,gari,01/03/2014,10512.58,10716.15,10292.73,10292.73,NGN
Nigeria,Market Average,Market Average,gari,01/04/2014,10162.6,10359.13,9829.33,9829.33,NGN
Nigeria,Market Average,Market Average,gari,01/05/2014,9654.25,9854.81,9453.69,9762.28,NGN
Nigeria,Market Average,Market Average,gari,01/06/2014,9674.5,9862.45,9324.64,9324.64,NGN
Nigeria,Market Average,Market Average,gari,01/07/2014,9288.78,9485.07,8807.71,8807.71,NGN
Nigeria,Market Average,Market Average,gari,01/08/2014,8658.64,8892.23,8437.77,8892.23,NGN
Nigeria,Market Average,Market Average,gari,01/09/2014,8758.72,8975.24,8542.2,8713.42,NGN
Nigeria,Market Average,Market Average,gari,01/10/2014,8688.53,8883.63,8493.43,8604.41,NGN
Nigeria,Market Average,Market Average,gari,01/11/2014,8682.94,8862.46,8503.42,8517.43,NGN
Nigeria,Market Average,Market Average,gari,01/12/2014,8576.87,8749.11,8335.63,8335.63,NGN
Nigeria,Market Average,Market Average,gari,01/01/2015,8230.37,8402.89,8057.84,8301.2,NGN
Nigeria,Market Average,Market Average,gari,01/02/2015,8187.11,8348.01,8026.21,8216.57,NGN
Nigeria,Market Average,Market Average,gari,01/03/2015,8253.17,8402.09,8104.25,8208.48,NGN
Nigeria,Market Average,Market Average,gari,01/04/2015,8343.3,8483.76,8060.37,8060.37,NGN
Nigeria,Market Average,Market Average,gari,01/05/2015,8084.81,8346.46,7929.21,8346.46,NGN
Nigeria,Market Average,Market Average,gari,01/06/2015,8311.2,8482.89,8139.5,8424.08,NGN
Nigeria,Market Average,Market Average,gari,01/07/2015,8504.58,8669.21,8339.96,8589.21,NGN
Nigeria,Market Average,Market Average,gari,01/08/2015,8821.3,8980.06,8648.3,8648.3,NGN
Nigeria,Market Average,Market Average,gari,01/09/2015,8843.92,9002.97,8651.62,8651.62,NGN
Nigeria,Market Average,Market Average,gari,01/10/2015,8612.9,8773.33,8452.48,8610.12,NGN
Nigeria,Market Average,Market Average,gari,01/11/2015,8488.78,8646.55,8339.11,8646.55,NGN
Nigeria,Market Average,Market Average,gari,01/12/2015,8693.59,8843.49,8543.69,8652.6,NGN
Nigeria,Market Average,Market Average,gari,01/01/2016,8853.91,8996.1,8711.72,8778.02,NGN
Nigeria,Market Average,Market Average,gari,01/02/2016,8916.68,9055.77,8777.6,9004.93,NGN
Nigeria,Market Average,Market Average,gari,01/03/2016,9023.89,9870.98,8884.89,9870.98,NGN
Nigeria,Market Average,Market Average,gari,01/04/2016,10128.6,10447.55,9809.66,10413.18,NGN
Nigeria,Market Average,Market Average,gari,01/05/2016,11033.4,11351.44,10715.35,11185.67,NGN
Nigeria,Market Average,Market Average,gari,01/06/2016,11864.89,12178.77,11551.01,12058.69,NGN
Nigeria,Market Average,Market Average,gari,01/07/2016,12476.64,13227.98,12162.05,13227.98,NGN
Nigeria,Market Average,Market Average,gari,01/08/2016,13545.12,13948.57,13141.66,13279.98,NGN
Nigeria,Market Average,Market Average,gari,01/09/2016,13688.69,14064.98,13312.4,13787.26,NGN
Nigeria,Market Average,Market Average,gari,01/10/2016,14258.31,14615.17,13901.45,14191.98,NGN
Nigeria,Market Average,Market Average,gari,01/11/2016,14460.33,14796.76,14045.31,14045.31,NGN
Nigeria,Market Average,Market Average,gari,01/12/2016,13918.22,14393.7,13587.56,14393.7,NGN
Nigeria,Market Average,Market Average,gari,01/01/2017,14397.6,16031.29,14052.37,16031.29,NGN
Nigeria,Market Average,Market Average,gari,01/02/2017,16850.12,18523.77,16191.79,18523.77,NGN
Nigeria,Market Average,Market Average,gari,01/03/2017,20215.14,26820,19401.16,26820,NGN
Nigeria,Market Average,Market Average,gari,01/04/2017,29107.59,30204.97,28010.2,29250,NGN
Nigeria,Market Average,Market Average,gari,01/05/2017,30604.24,32000,29527.23,32000,NGN
Nigeria,Market Average,Market Average,gari,01/06/2017,32844.3,34004.25,28731.65,28731.65,NGN
Nigeria,Market Average,Market Average,gari,01/07/2017,28699.6,30167.17,27232.03,28687.81,NGN
Nigeria,Market Average,Market Average,gari,01/08/2017,28202.6,29514.63,26681.85,26681.85,NGN
Nigeria,Market Average,Market Average,gari,01/09/2017,25927.55,27104.29,21657.37,21657.37,NGN
Nigeria,Market Average,Market Average,gari,01/10/2017,20540.1,21582.79,16521.22,16521.22,NGN
Nigeria,Market Average,Market Average,gari,01/11/2017,15615.21,16404.93,14597.34,14597.34,NGN
Nigeria,Market Average,Market Average,gari,01/12/2017,13761.61,14442.48,13080.74,13399.5,NGN
Nigeria,Market Average,Market Average,gari,01/01/2018,12764.97,13800.28,12195.42,13800.28,NGN
Nigeria,Market Average,Market Average,gari,01/02/2018,13756.91,14376.33,13137.5,13297.31,NGN
Nigeria,Market Average,Market Average,gari,01/03/2018,13588.74,14141.11,13036.38,13770.29,NGN
Nigeria,Market Average,Market Average,gari,01/04/2018,14032.85,14550.12,13515.58,14040.22,NGN
Nigeria,Market Average,Market Average,gari,01/05/2018,14122.26,14597.41,13647.1,13960.23,NGN
Nigeria,Market Average,Market Average,gari,01/06/2018,13884.43,14314.21,13454.65,13773.82,NGN
Nigeria,Market Average,Market Average,gari,01/07/2018,13836.67,14222.61,13450.73,13487.72,NGN
Nigeria,Market Average,Market Average,gari,01/08/2018,13556.89,13916.45,12818.27,12818.27,NGN
Nigeria,Market Average,Market Average,gari,01/09/2018,12607.84,12986.27,12229.4,12627.79,NGN
Nigeria,Market Average,Market Average,gari,01/10/2018,12300.25,12638.94,11954.45,11954.45,NGN
Nigeria,Market Average,Market Average,gari,01/11/2018,11746.65,12055.79,11437.51,11532.39,NGN
Nigeria,Market Average,Market Average,gari,01/12/2018,11471.95,11751.79,11192.12,11605.16,NGN
Nigeria,Market Average,Market Average,gari,01/01/2019,11656.24,11917.84,11394.64,11601.52,NGN
Nigeria,Market Average,Market Average,gari,01/02/2019,11620.57,11862.26,11378.87,11576.65,NGN
Nigeria,Market Average,Market Average,gari,01/03/2019,11595.08,11819.19,11370.98,11637.64,NGN
Nigeria,Market Average,Market Average,gari,01/04/2019,11735.4,11946.11,11178.01,11178.01,NGN
Nigeria,Market Average,Market Average,gari,01/05/2019,11168.19,11419,10917.39,11228.78,NGN
Nigeria,Market Average,Market Average,gari,01/06/2019,11131.85,11364.96,10898.74,11079.46,NGN
Nigeria,Market Average,Market Average,gari,01/07/2019,11020.33,11258.73,10806.34,11258.73,NGN
Nigeria,Market Average,Market Average,gari,01/08/2019,11369.76,11585.86,11087.34,11087.34,NGN
Nigeria,Market Average,Market Average,gari,01/09/2019,11262.29,11478.49,11046.09,11240.41,NGN
Nigeria,Market Average,Market Average,gari,01/10/2019,11296.84,11501.43,11092.26,11259.53,NGN
Nigeria,Market Average,Market Average,gari,01/11/2019,11227.73,11420.55,11034.91,11409.94,NGN
Nigeria,Market Average,Market Average,gari,01/12/2019,11463.34,11656.51,11270.16,11417.04,NGN
Nigeria,Market Average,Market Average,gari,01/01/2020,11621.83,11805.39,11246.32,11246.32,NGN
Nigeria,Market Average,Market Average,gari,01/02/2020,11341.92,13098.56,11135.89,13098.56,NGN
Nigeria,Market Average,Market Average,gari,01/03/2020,13425.41,13961.59,12894.25,13961.59,NGN
Nigeria,Market Average,Market Average,gari,01/04/2020,14699.55,16030.27,14161.37,16030.27,NGN
Nigeria,Market Average,Market Average,gari,01/05/2020,17277.15,17948.06,16606.24,17620.58,NGN
Nigeria,Market Average,Market Average,gari,01/06/2020,18931.69,19604.32,18259.07,18520.32,NGN
Nigeria,Market Average,Market Average,gari,01/07/2020,19041.04,19691.24,18390.84,19347.66,NGN
Nigeria,Market Average,Market Average,gari,01/08/2020,19445.25,20467.13,18824.38,20467.13,NGN
Nigeria,Market Average,Market Average,gari,01/09/2020,20979.85,21659.97,20182.92,20182.92,NGN
Nigeria,Market Average,Market Average,gari,01/10/2020,20900.78,21552.99,20248.56,20524.9,NGN
Nigeria,Market Average,Market Average,gari,01/11/2020,20829.64,21441.22,20209.36,20209.36,NGN
Nigeria,Market Average,Market Average,gari,01/12/2020,19843.66,20421.35,19265.97,19836.88,NGN
Nigeria,Market Average,Market Average,gari,01/01/2021,19365.01,20780.77,18849.23,20780.77,NGN
Nigeria,Market Average,Market Average,gari,01/02/2021,21252.13,22985.55,20582.08,22985.55,NGN
Nigeria,Market Average,Market Average,gari,01/03/2021,24634.85,28395.12,23744.39,28395.12,NGN
Nigeria,Market Average,Market Average,gari,01/04/2021,30695.38,34321.33,29595.71,34321.33,NGN
Nigeria,Market Average,Market Average,gari,01/05/2021,36435.96,37727.7,34238.71,34238.71,NGN
Nigeria,Market Average,Market Average,gari,01/06/2021,34924.5,36462.67,33584.44,36462.67,NGN
Nigeria,Market Average,Market Average,gari,01/07/2021,36813.36,40512.26,35435.04,40512.26,NGN
